,task,cosine,rank,top_10,category
79,"('beijing', 'china', 'ottawa', 'canada')",0.42814744,1,"[('canada', 0.42814744), ('canadians', 0.39421996), ('carleton', 0.39150926), ('1921', 0.3866942), ('toronto', 0.38600004), ('341', 0.38510245), ('canadian', 0.3743138), ('381', 0.37399772), ('351', 0.37377858), ('175', 0.37335184)]",capital-common-countries
80,"('beijing', 'china', 'paris', 'france')",0.4279419,1,"[('france', 0.42794198), ('french', 0.34826532), ('india', 0.33872896), ('germany', 0.31632343), ('london', 0.31441063), ('europe', 0.31030992), ('spain', 0.29229927), ('italy', 0.28912824), ('england', 0.2843169), ('russia', 0.28047058)]",capital-common-countries
81,"('beijing', 'china', 'rome', 'italy')",0.37847885,1,"[('italy', 0.37847885), ('india', 0.3566684), ('germany', 0.3456328), ('france', 0.3454571), ('spain', 0.3426177), ('roman', 0.3209285), ('europe', 0.31617638), ('england', 0.313833), ('parma', 0.2987696), ('japan', 0.29853994)]",capital-common-countries
82,"('beijing', 'china', 'stockholm', 'sweden')",0.528297,1,"[('sweden', 0.528297), ('swedish', 0.48881876), ('scandinavia', 0.46791646), ('denmark', 0.45681718), ('scandinavian', 0.45168066), ('uppsala', 0.44875422), ('russia', 0.4397049), ('gothenburg', 0.42931244), ('germany', 0.42317215), ('finland', 0.413892)]",capital-common-countries
83,"('beijing', 'china', 'tehran', 'iran')",0.5626514,1,"[('iran', 0.5626514), ('persia', 0.5403974), ('iranian', 0.52874535), ('mesopotamia', 0.48416942), ('persians', 0.48212323), ('1785', 0.4738151), ('scandinavia', 0.46847707), ('persian', 0.46536565), ('reza', 0.46436048), ('1781', 0.45842507)]",capital-common-countries
84,"('beijing', 'china', 'tokyo', 'japan')",0.47010288,1,"[('japan', 0.47010282), ('india', 0.38262072), ('russia', 0.37912405), ('japanese', 0.37727946), ('germany', 0.37037697), ('california', 0.36435956), ('##oko', 0.3588589), ('malaya', 0.35329676), ('211', 0.35285237), ('italy', 0.35243738)]",capital-common-countries
85,"('beijing', 'china', 'athens', 'greece')",0.5056054,1,"[('greece', 0.5056054), ('greeks', 0.43747726), ('322', 0.41662958), ('hellenic', 0.41525716), ('307', 0.408845), ('aegean', 0.4078238), ('italy', 0.40662962), ('flanders', 0.406522), ('thessaloniki', 0.40591356), ('341', 0.40589702)]",capital-common-countries
86,"('beijing', 'china', 'baghdad', 'iraq')",0.5083665,2,"[('mesopotamia', 0.54855156), ('iraq', 0.50836647), ('persia', 0.49963573), ('258', 0.49260622), ('255', 0.49163792), ('1805', 0.49099618), ('325', 0.49035835), ('1714', 0.48878255), ('1756', 0.48845237), ('256', 0.48843235)]",capital-common-countries
87,"('beijing', 'china', 'bangkok', 'thailand')",0.59060925,1,"[('thailand', 0.5906092), ('thai', 0.49779165), ('siam', 0.4871566), ('indochina', 0.46815068), ('1731', 0.46543384), ('persia', 0.46221736), ('luzon', 0.45443723), ('borneo', 0.4540437), ('1785', 0.45263574), ('1767', 0.4524678)]",capital-common-countries
88,"('berlin', 'germany', 'bern', 'switzerland')",0.5162392,1,"[('switzerland', 0.5162392), ('##נ', 0.4937593), ('1726', 0.49048638), ('##ᄇ', 0.4901705), ('152', 0.48956704), ('##ᄐ', 0.4895507), ('1682', 0.4874579), ('ᄌ', 0.48691967), ('1823', 0.4865669), ('##ᄏ', 0.48602733)]",capital-common-countries
89,"('berlin', 'germany', 'cairo', 'egypt')",0.5572568,1,"[('egypt', 0.55725694), ('1829', 0.53637415), ('egyptians', 0.5340807), ('tunisia', 0.52820957), ('ذ', 0.5262852), ('italy', 0.52540064), ('த', 0.5252416), ('1731', 0.52399147), ('1540', 0.5223691), ('1729', 0.52181774)]",capital-common-countries
90,"('berlin', 'germany', 'canberra', 'australia')",0.5162442,104,"[('公', 0.53595823), ('cumbria', 0.5349252), ('northamptonshire', 0.52910995), ('australians', 0.5278339), ('leicestershire', 0.526964), ('tasmania', 0.5264757), ('म', 0.5246948), ('townsville', 0.52238405), ('parramatta', 0.52154136), ('[unused332]', 0.5212445)]",capital-common-countries
91,"('berlin', 'germany', 'hanoi', 'vietnam')",0.5842839,2,"[('saigon', 0.5975234), ('vietnam', 0.5842838), ('vietnamese', 0.57816327), ('ต', 0.5773517), ('公', 0.57324123), ('1728', 0.57283926), ('த', 0.5707423), ('1778', 0.57010996), ('ђ', 0.56929076), ('##ᄏ', 0.5688682)]",capital-common-countries
92,"('berlin', 'germany', 'havana', 'cuba')",0.6077067,1,"[('cuba', 0.6077066), ('spaniards', 0.5872949), ('spain', 0.57120895), ('venezuela', 0.56695306), ('##ᄏ', 0.56272906), ('த', 0.5586733), ('[unused431]', 0.55827725), ('[unused370]', 0.557886), ('[unused359]', 0.5578406), ('[unused740]', 0.5575042)]",capital-common-countries
93,"('berlin', 'germany', 'helsinki', 'finland')",0.67452383,1,"[('finland', 0.67452383), ('finnish', 0.6159521), ('estonia', 0.5898359), ('gothenburg', 0.58747447), ('scandinavia', 0.56771415), ('sweden', 0.56536615), ('reykjavik', 0.55694073), ('##ᄏ', 0.5475318), ('tallinn', 0.54615486), ('croats', 0.54503584)]",capital-common-countries
94,"('berlin', 'germany', 'islamabad', 'pakistan')",0.61159366,48,"[('[unused119]', 0.61555654), ('[unused397]', 0.615363), ('[unused887]', 0.61513925), ('[unused172]', 0.61461765), ('[unused87]', 0.6145219), ('[unused170]', 0.6144696), ('[unused359]', 0.6142725), ('[unused41]', 0.61423534), ('[unused941]', 0.6142267), ('[unused395]', 0.6140962)]",capital-common-countries
95,"('berlin', 'germany', 'kabul', 'afghanistan')",0.59158915,62,"[('peshawar', 0.63422304), ('ذ', 0.6026935), ('ی', 0.60083884), ('त', 0.59991586), ('kathmandu', 0.5995667), ('ต', 0.5993348), ('英', 0.59861916), ('tajikistan', 0.598286), ('[unused517]', 0.59780365), ('ड', 0.5975864)]",capital-common-countries
96,"('berlin', 'germany', 'london', 'england')",0.5426665,1,"[('england', 0.5426665), ('italy', 0.479104), ('britain', 0.47287184), ('france', 0.4698219), ('spain', 0.4644817), ('ireland', 0.4444493), ('europe', 0.44269896), ('scotland', 0.4303586), ('russia', 0.42076075), ('japan', 0.40157926)]",capital-common-countries
97,"('berlin', 'germany', 'madrid', 'spain')",0.62394655,1,"[('spain', 0.6239466), ('italy', 0.5658333), ('espana', 0.55683964), ('portugal', 0.54787815), ('spaniards', 0.5473406), ('zaragoza', 0.51734036), ('colombia', 0.507875), ('hungary', 0.50637114), ('france', 0.5062406), ('belgium', 0.5055231)]",capital-common-countries
98,"('berlin', 'germany', 'moscow', 'russia')",0.6087899,1,"[('russia', 0.60879), ('ussr', 0.5307275), ('italy', 0.52398926), ('russians', 0.51460767), ('finland', 0.51450443), ('sweden', 0.506675), ('vladimir', 0.5023524), ('spain', 0.5020977), ('ukraine', 0.49043983), ('novgorod', 0.4896894)]",capital-common-countries
99,"('berlin', 'germany', 'oslo', 'norway')",0.5952076,1,"[('norway', 0.59520763), ('trondheim', 0.5911447), ('norwegian', 0.549732), ('scandinavia', 0.5275541), ('sweden', 0.52651167), ('finland', 0.5212163), ('freyja', 0.5202442), ('gothenburg', 0.5188884), ('slovenia', 0.51784295), ('##家', 0.5154651)]",capital-common-countries
100,"('berlin', 'germany', 'ottawa', 'canada')",0.46423945,1046,"[('canadians', 0.5139169), ('winnipeg', 0.5012507), ('manitoba', 0.49144685), ('germans', 0.49042514), ('公', 0.4898237), ('永', 0.48802122), ('etienne', 0.4853027), ('englishman', 0.48501423), ('英', 0.48311174), ('uruguay', 0.48138282)]",capital-common-countries
101,"('berlin', 'germany', 'paris', 'france')",0.5978463,1,"[('france', 0.5978463), ('italy', 0.50948143), ('spain', 0.47908044), ('europe', 0.46224654), ('england', 0.43163997), ('russia', 0.43101886), ('belgium', 0.42989746), ('frenchman', 0.4295165), ('ireland', 0.4225413), ('switzerland', 0.4210266)]",capital-common-countries
102,"('berlin', 'germany', 'rome', 'italy')",0.5560816,1,"[('italy', 0.55608153), ('spain', 0.49129206), ('france', 0.47551653), ('greece', 0.43696412), ('europe', 0.43412334), ('england', 0.42840603), ('italians', 0.42320892), ('romania', 0.41909745), ('ireland', 0.4178306), ('portugal', 0.41638482)]",capital-common-countries
103,"('berlin', 'germany', 'stockholm', 'sweden')",0.64262336,1,"[('sweden', 0.6426233), ('finland', 0.5921268), ('uppsala', 0.5887836), ('gothenburg', 0.5851439), ('swedish', 0.57748544), ('scandinavia', 0.5548894), ('denmark', 0.55199444), ('andersson', 0.5373858), ('malmo', 0.53594065), ('spain', 0.5356106)]",capital-common-countries
104,"('berlin', 'germany', 'tehran', 'iran')",0.6320732,1,"[('iran', 0.6320732), ('iranian', 0.60169435), ('persians', 0.58967686), ('persia', 0.58892316), ('mohammad', 0.5665583), ('ی', 0.56252146), ('公', 0.56192225), ('hungary', 0.5604182), ('yerevan', 0.55742514), ('armenians', 0.556818)]",capital-common-countries
105,"('berlin', 'germany', 'tokyo', 'japan')",0.5512614,1,"[('japan', 0.55126137), ('italy', 0.51347476), ('seoul', 0.48572603), ('tanaka', 0.4781592), ('russia', 0.47741857), ('okinawa', 0.4735084), ('kyoto', 0.4655929), ('japanese', 0.46476513), ('finland', 0.4643554), ('த', 0.46246877)]",capital-common-countries
106,"('berlin', 'germany', 'athens', 'greece')",0.6016343,1,"[('greece', 0.6016344), ('italy', 0.5398928), ('greeks', 0.5285474), ('hungary', 0.5142255), ('hellenic', 0.5083358), ('finland', 0.5068781), ('spain', 0.5036679), ('naples', 0.50352913), ('socrates', 0.4986181), ('athenian', 0.49844134)]",capital-common-countries
107,"('berlin', 'germany', 'baghdad', 'iraq')",0.6165247,1,"[('iraq', 0.61652464), ('iraqi', 0.6045655), ('mesopotamia', 0.6020659), ('kuwait', 0.5868532), ('ذ', 0.5787796), ('##ग', 0.5725798), ('1806', 0.5721059), ('த', 0.56918746), ('1728', 0.5640162), ('त', 0.561625)]",capital-common-countries
108,"('berlin', 'germany', 'bangkok', 'thailand')",0.6905228,1,"[('thailand', 0.6905228), ('ต', 0.5688984), ('laos', 0.5625661), ('cambodia', 0.5601709), ('พ', 0.553042), ('த', 0.5517975), ('อ', 0.55164766), ('公', 0.55053216), ('##ร', 0.54988253), ('[unused497]', 0.5471755)]",capital-common-countries
109,"('berlin', 'germany', 'beijing', 'china')",0.5318391,2,"[('guangzhou', 0.5368562), ('china', 0.5318391), ('nanjing', 0.5279769), ('italy', 0.52483696), ('sichuan', 0.52460116), ('公', 0.5214254), ('shenzhen', 0.5164551), ('seoul', 0.5159152), ('fujian', 0.511528), ('tianjin', 0.51092684)]",capital-common-countries
110,"('bern', 'switzerland', 'cairo', 'egypt')",0.4447408,4,"[('belgium', 0.4611549), ('tunisia', 0.45527518), ('egyptians', 0.4450106), ('egypt', 0.44474077), ('algeria', 0.4407991), ('syria', 0.43665048), ('albania', 0.4333595), ('libya', 0.4330449), ('diplomats', 0.4274611), ('coptic', 0.42692152)]",capital-common-countries
111,"('bern', 'switzerland', 'canberra', 'australia')",0.42241597,1037,"[('northamptonshire', 0.455259), ('uruguay', 0.452098), ('oceania', 0.4518409), ('argentina', 0.4488367), ('leicestershire', 0.44745725), ('essendon', 0.4454176), ('australians', 0.4444962), ('parramatta', 0.44320652), ('oxfordshire', 0.44193342), ('[unused422]', 0.44170928)]",capital-common-countries
112,"('bern', 'switzerland', 'hanoi', 'vietnam')",0.4884853,897,"[('belgium', 0.5300227), ('saigon', 0.5252962), ('thailand', 0.5194229), ('indochina', 0.5089619), ('[unused441]', 0.5023833), ('bangkok', 0.5023129), ('[unused23]', 0.50099003), ('[unused648]', 0.5005184), ('[unused730]', 0.5004594), ('[unused969]', 0.5001258)]",capital-common-countries
113,"('bern', 'switzerland', 'havana', 'cuba')",0.53460664,1,"[('cuba', 0.5346067), ('venezuela', 0.50697964), ('caracas', 0.50624096), ('cuban', 0.4962362), ('belgium', 0.4956074), ('tunisia', 0.48707286), ('algeria', 0.4867323), ('argentina', 0.48464775), ('barbados', 0.47588602), ('[unused441]', 0.47486287)]",capital-common-countries
114,"('bern', 'switzerland', 'helsinki', 'finland')",0.5624872,1,"[('finland', 0.56248736), ('finnish', 0.5391302), ('gothenburg', 0.509216), ('estonia', 0.4825662), ('scandinavia', 0.4805801), ('thessaloniki', 0.4765293), ('oslo', 0.4752806), ('stockholm', 0.474302), ('romania', 0.46675208), ('belgium', 0.46667764)]",capital-common-countries
115,"('bern', 'switzerland', 'islamabad', 'pakistan')",0.5602101,2,"[('lahore', 0.56798357), ('pakistan', 0.5602101), ('karachi', 0.5525699), ('pakistani', 0.55039054), ('[unused730]', 0.54477125), ('[unused441]', 0.5437275), ('[unused422]', 0.542174), ('[unused756]', 0.54137224), ('[unused369]', 0.5412811), ('[unused41]', 0.5412355)]",capital-common-countries
116,"('bern', 'switzerland', 'kabul', 'afghanistan')",0.5702792,1,"[('afghanistan', 0.57027906), ('peshawar', 0.5486957), ('kathmandu', 0.5416422), ('tajikistan', 0.54088545), ('turkmenistan', 0.52921313), ('islamabad', 0.52832866), ('diplomats', 0.52663624), ('skopje', 0.5256717), ('uzbekistan', 0.5249692), ('lahore', 0.52302253)]",capital-common-countries
117,"('bern', 'switzerland', 'london', 'england')",0.3349802,4,"[('germany', 0.36046597), ('france', 0.34566066), ('italy', 0.34433737), ('england', 0.33498022), ('belgium', 0.33074996), ('scotland', 0.32965353), ('russia', 0.32517517), ('britain', 0.319206), ('paris', 0.3136706), ('glasgow', 0.31208828)]",capital-common-countries
118,"('bern', 'switzerland', 'madrid', 'spain')",0.45699385,2,"[('belgium', 0.4715525), ('spain', 0.4569939), ('italy', 0.44960466), ('portugal', 0.44889793), ('argentina', 0.43906146), ('venezuela', 0.43502167), ('greece', 0.43426383), ('uruguay', 0.42737323), ('zaragoza', 0.42250356), ('romania', 0.41937122)]",capital-common-countries
119,"('bern', 'switzerland', 'moscow', 'russia')",0.48996937,1,"[('russia', 0.48996937), ('ukraine', 0.41167814), ('belgrade', 0.4049335), ('russians', 0.40331843), ('romania', 0.40225932), ('russian', 0.40189707), ('finland', 0.39354172), ('siberia', 0.39309576), ('belgium', 0.39193884), ('serbia', 0.39191964)]",capital-common-countries
120,"('bern', 'switzerland', 'oslo', 'norway')",0.5152366,1,"[('norway', 0.5152366), ('trondheim', 0.47637096), ('helsinki', 0.4605315), ('gothenburg', 0.44858003), ('norwegian', 0.44720945), ('belgium', 0.4454261), ('scandinavia', 0.44466344), ('slovenia', 0.43912032), ('malmo', 0.4284615), ('diplomats', 0.42709136)]",capital-common-countries
121,"('bern', 'switzerland', 'ottawa', 'canada')",0.38811004,52,"[('canadians', 0.41340086), ('uruguay', 0.41273528), ('belgium', 0.4126826), ('toronto', 0.40947133), ('montreal', 0.40561488), ('saskatoon', 0.40334365), ('diplomats', 0.401661), ('winnipeg', 0.39691138), ('iroquois', 0.39627066), ('canberra', 0.39395332)]",capital-common-countries
122,"('bern', 'switzerland', 'paris', 'france')",0.44311714,1,"[('france', 0.44311708), ('belgium', 0.3741103), ('italy', 0.3612922), ('germany', 0.33686), ('parisian', 0.33553594), ('romania', 0.32916367), ('russia', 0.32620656), ('greece', 0.31907493), ('europe', 0.31371623), ('brussels', 0.30281433)]",capital-common-countries
123,"('bern', 'switzerland', 'rome', 'italy')",0.44741836,1,"[('italy', 0.44741833), ('romania', 0.39064124), ('france', 0.38312182), ('greece', 0.38061416), ('belgium', 0.37261078), ('germany', 0.37185046), ('syria', 0.35825774), ('sicily', 0.354142), ('libya', 0.35308117), ('russia', 0.3440569)]",capital-common-countries
124,"('bern', 'switzerland', 'stockholm', 'sweden')",0.51684004,1,"[('sweden', 0.5168401), ('gothenburg', 0.49758413), ('finland', 0.47737792), ('uppsala', 0.46216762), ('swedish', 0.46037835), ('scandinavia', 0.45909452), ('belgium', 0.4543702), ('helsinki', 0.45246214), ('denmark', 0.45200637), ('copenhagen', 0.44894177)]",capital-common-countries
125,"('bern', 'switzerland', 'tehran', 'iran')",0.5565547,1,"[('iran', 0.55655473), ('iranian', 0.52765554), ('##fahan', 0.49545512), ('persians', 0.4829542), ('diplomats', 0.48284206), ('beirut', 0.47615618), ('romania', 0.4709277), ('persia', 0.47020698), ('yerevan', 0.46878397), ('turkmenistan', 0.46710724)]",capital-common-countries
126,"('bern', 'switzerland', 'tokyo', 'japan')",0.40295297,4,"[('seoul', 0.4095177), ('belgium', 0.4072092), ('italy', 0.4053177), ('japan', 0.40295297), ('russia', 0.4011443), ('romania', 0.39477658), ('indonesia', 0.38865846), ('osaka', 0.3834252), ('argentina', 0.38226146), ('thailand', 0.3821211)]",capital-common-countries
127,"('bern', 'switzerland', 'athens', 'greece')",0.51887614,1,"[('greece', 0.51887614), ('thessaloniki', 0.4512715), ('belgium', 0.4480774), ('albania', 0.44096333), ('romania', 0.4373341), ('athenian', 0.436687), ('greeks', 0.43436605), ('serbia', 0.4316568), ('macedonia', 0.4265153), ('italy', 0.4249315)]",capital-common-countries
128,"('bern', 'switzerland', 'baghdad', 'iraq')",0.5294047,2,"[('iraqi', 0.53227144), ('iraq', 0.5294047), ('syria', 0.52318186), ('turkmenistan', 0.5202573), ('libya', 0.5061877), ('tunisia', 0.5037307), ('uzbekistan', 0.5032519), ('mesopotamia', 0.50285995), ('rajasthan', 0.5018632), ('belgium', 0.5012505)]",capital-common-countries
129,"('bern', 'switzerland', 'bangkok', 'thailand')",0.60152733,1,"[('thailand', 0.6015273), ('belgium', 0.47686008), ('cambodia', 0.47164), ('kathmandu', 0.46590292), ('laos', 0.46126643), ('[unused476]', 0.46100652), ('[unused730]', 0.45891932), ('[unused23]', 0.45870814), ('[unused253]', 0.4583962), ('[unused222]', 0.4574691)]",capital-common-countries
130,"('bern', 'switzerland', 'beijing', 'china')",0.38080373,710,"[('xinjiang', 0.43088707), ('romania', 0.42585307), ('taiwan', 0.42444047), ('bangladesh', 0.42301488), ('seoul', 0.42260876), ('nanjing', 0.42164913), ('belgium', 0.4211948), ('guangzhou', 0.42094734), ('mozambique', 0.41983202), ('ukraine', 0.4185128)]",capital-common-countries
131,"('bern', 'switzerland', 'berlin', 'germany')",0.45270544,1,"[('germany', 0.45270538), ('belgium', 0.40922192), ('austria', 0.37635243), ('russia', 0.37094057), ('munich', 0.36528873), ('swiss', 0.36513877), ('italy', 0.35964158), ('romania', 0.35902476), ('greece', 0.35779014), ('france', 0.35518906)]",capital-common-countries
132,"('cairo', 'egypt', 'canberra', 'australia')",0.49396804,2,"[('australians', 0.5082643), ('australia', 0.49396804), ('oxfordshire', 0.49049187), ('northamptonshire', 0.4899566), ('anzac', 0.48092794), ('[unused750]', 0.47985765), ('tasmania', 0.47923228), ('[unused267]', 0.47917295), ('leicestershire', 0.4790939), ('nsw', 0.47828886)]",capital-common-countries
133,"('cairo', 'egypt', 'hanoi', 'vietnam')",0.5864839,1,"[('vietnam', 0.5864839), ('cambodia', 0.5585345), ('saigon', 0.5506357), ('vietnamese', 0.54254204), ('cambodian', 0.5409449), ('gabon', 0.53509915), ('υ', 0.5347783), ('laos', 0.525076), ('henan', 0.52507323), ('##國', 0.52359253)]",capital-common-countries
134,"('cairo', 'egypt', 'havana', 'cuba')",0.6228312,1,"[('cuba', 0.62283134), ('cuban', 0.5610419), ('venezuela', 0.52822393), ('gabon', 0.5257963), ('cadiz', 0.51902485), ('venezuelan', 0.5166027), ('spain', 0.51404214), ('haiti', 0.5132134), ('martinique', 0.5104531), ('caracas', 0.5079123)]",capital-common-countries
135,"('cairo', 'egypt', 'helsinki', 'finland')",0.6127599,1,"[('finland', 0.6127599), ('finnish', 0.54555917), ('estonia', 0.5448405), ('sweden', 0.54445815), ('iceland', 0.5398112), ('scandinavia', 0.531573), ('gothenburg', 0.52679086), ('tallinn', 0.52250737), ('stockholm', 0.5219566), ('greeks', 0.5205204)]",capital-common-countries
